id,date,store_nbr,family,sales,onpromotion
2955797,2017-07-21,43,LAWN AND GARDEN,5.0,0
2955798,2017-07-21,43,LINGERIE,4.0,0
2955799,2017-07-21,43,"LIQUOR,WINE,BEER",60.0,1
2955800,2017-07-21,43,MAGAZINES,0.0,0
2955801,2017-07-21,43,MEATS,203.351,0
2955802,2017-07-21,43,PERSONAL CARE,233.0,4
2955803,2017-07-21,43,PET SUPPLIES,5.0,0
2955804,2017-07-21,43,PLAYERS AND ELECTRONICS,5.0,0
2955805,2017-07-21,43,POULTRY,430.931,19
2955806,2017-07-21,43,PREPARED FOODS,140.306,2
2955807,2017-07-21,43,PRODUCE,1298.946,15
2955808,2017-07-21,43,SCHOOL AND OFFICE SUPPLIES,1.0,0
2955809,2017-07-21,43,SEAFOOD,0.0,0
2955810,2017-07-21,44,AUTOMOTIVE,11.0,0
2955811,2017-07-21,44,BABY CARE,0.0,0
2955812,2017-07-21,44,BEAUTY,12.0,1
2955813,2017-07-21,44,BEVERAGES,9026.0,38
2955814,2017-07-21,44,BOOKS,0.0,0
2955815,2017-07-21,44,BREAD/BAKERY,1503.841,0
2955816,2017-07-21,44,CELEBRATION,42.0,0
2955817,2017-07-21,44,CLEANING,2353.0,22
2955818,2017-07-21,44,DAIRY,2443.0,22
2955819,2017-07-21,44,DELI,684.52,74
2955820,2017-07-21,44,EGGS,607.0,32
2955821,2017-07-21,44,FROZEN FOODS,593.731,1
2955822,2017-07-21,44,GROCERY I,10264.0,96
2955823,2017-07-21,44,GROCERY II,112.0,1
2955824,2017-07-21,44,HARDWARE,11.0,0
2955825,2017-07-21,44,HOME AND KITCHEN I,224.0,11
2955826,2017-07-21,44,HOME AND KITCHEN II,99.0,1
2955827,2017-07-21,44,HOME APPLIANCES,0.0,0
2955828,2017-07-21,44,HOME CARE,714.0,10
2955829,2017-07-21,44,LADIESWEAR,17.0,0
2955830,2017-07-21,44,LAWN AND GARDEN,26.0,0
2955831,2017-07-21,44,LINGERIE,22.0,0
2955832,2017-07-21,44,"LIQUOR,WINE,BEER",614.0,11
2955833,2017-07-21,44,MAGAZINES,26.0,0
2955834,2017-07-21,44,MEATS,1706.225,52
2955835,2017-07-21,44,PERSONAL CARE,568.0,7
2955836,2017-07-21,44,PET SUPPLIES,28.0,0
2955837,2017-07-21,44,PLAYERS AND ELECTRONICS,30.0,0
2955838,2017-07-21,44,POULTRY,1742.607,46
2955839,2017-07-21,44,PREPARED FOODS,246.31601,0
2955840,2017-07-21,44,PRODUCE,8445.555,10
2955841,2017-07-21,44,SCHOOL AND OFFICE SUPPLIES,5.0,0
2955842,2017-07-21,44,SEAFOOD,117.369,7
2955843,2017-07-21,45,AUTOMOTIVE,11.0,0
2955844,2017-07-21,45,BABY CARE,0.0,0
2955845,2017-07-21,45,BEAUTY,8.0,1
2955846,2017-07-21,45,BEVERAGES,9610.0,38
2955847,2017-07-21,45,BOOKS,0.0,0
2955848,2017-07-21,45,BREAD/BAKERY,1191.637,0
2955849,2017-07-21,45,CELEBRATION,25.0,0
2955850,2017-07-21,45,CLEANING,2678.0,18
2955851,2017-07-21,45,DAIRY,2149.0,23
2955852,2017-07-21,45,DELI,760.375,68
2955853,2017-07-21,45,EGGS,381.0,32
2955854,2017-07-21,45,FROZEN FOODS,375.178,1
2955855,2017-07-21,45,GROCERY I,11043.0,95
2955856,2017-07-21,45,GROCERY II,178.0,1
2955857,2017-07-21,45,HARDWARE,4.0,0
2955858,2017-07-21,45,HOME AND KITCHEN I,26.0,6
2955859,2017-07-21,45,HOME AND KITCHEN II,91.0,1
2955860,2017-07-21,45,HOME APPLIANCES,0.0,0
2955861,2017-07-21,45,HOME CARE,690.0,11
2955862,2017-07-21,45,LADIESWEAR,17.0,0
2955863,2017-07-21,45,LAWN AND GARDEN,54.0,0
2955864,2017-07-21,45,LINGERIE,2.0,0
2955865,2017-07-21,45,"LIQUOR,WINE,BEER",341.0,5
2955866,2017-07-21,45,MAGAZINES,19.0,0
2955867,2017-07-21,45,MEATS,2143.7031,53
2955868,2017-07-21,45,PERSONAL CARE,616.0,8
2955869,2017-07-21,45,PET SUPPLIES,22.0,0
2955870,2017-07-21,45,PLAYERS AND ELECTRONICS,31.0,0
2955871,2017-07-21,45,POULTRY,1842.425,43
2955872,2017-07-21,45,PREPARED FOODS,266.027,0
2955873,2017-07-21,45,PRODUCE,5971.636,9
2955874,2017-07-21,45,SCHOOL AND OFFICE SUPPLIES,241.0,0
2955875,2017-07-21,45,SEAFOOD,98.752,7
2955876,2017-07-21,46,AUTOMOTIVE,13.0,0
2955877,2017-07-21,46,BABY CARE,0.0,0
2955878,2017-07-21,46,BEAUTY,9.0,1
2955879,2017-07-21,46,BEVERAGES,5505.0,43
2955880,2017-07-21,46,BOOKS,1.0,0
2955881,2017-07-21,46,BREAD/BAKERY,654.0,0
2955882,2017-07-21,46,CELEBRATION,9.0,0
2955883,2017-07-21,46,CLEANING,2090.0,18
2955884,2017-07-21,46,DAIRY,1207.0,22
2955885,2017-07-21,46,DELI,729.11,74
2955886,2017-07-21,46,EGGS,112.0,28
2955887,2017-07-21,46,FROZEN FOODS,184.0,1
2955888,2017-07-21,46,GROCERY I,8228.0,93
2955889,2017-07-21,46,GROCERY II,57.0,0
2955890,2017-07-21,46,HARDWARE,4.0,0
2955891,2017-07-21,46,HOME AND KITCHEN I,32.0,2
2955892,2017-07-21,46,HOME AND KITCHEN II,21.0,0
2955893,2017-07-21,46,HOME APPLIANCES,1.0,0
2955894,2017-07-21,46,HOME CARE,540.0,10
2955895,2017-07-21,46,LADIESWEAR,13.0,0
2955896,2017-07-21,46,LAWN AND GARDEN,38.0,0
2955897,2017-07-21,46,LINGERIE,5.0,0
2955898,2017-07-21,46,"LIQUOR,WINE,BEER",149.0,4
2955899,2017-07-21,46,MAGAZINES,13.0,0
2955900,2017-07-21,46,MEATS,1917.0121,51
2955901,2017-07-21,46,PERSONAL CARE,568.0,8
2955902,2017-07-21,46,PET SUPPLIES,19.0,0
2955903,2017-07-21,46,PLAYERS AND ELECTRONICS,17.0,0
2955904,2017-07-21,46,POULTRY,920.005,38
2955905,2017-07-21,46,PREPARED FOODS,133.712,0
2955906,2017-07-21,46,PRODUCE,2373.6,10
2955907,2017-07-21,46,SCHOOL AND OFFICE SUPPLIES,3.0,0
2955908,2017-07-21,46,SEAFOOD,55.929,7
2955909,2017-07-21,47,AUTOMOTIVE,27.0,0
2955910,2017-07-21,47,BABY CARE,0.0,0
2955911,2017-07-21,47,BEAUTY,8.0,0
2955912,2017-07-21,47,BEVERAGES,9357.0,43
2955913,2017-07-21,47,BOOKS,0.0,0
2955914,2017-07-21,47,BREAD/BAKERY,1078.205,0
2955915,2017-07-21,47,CELEBRATION,29.0,0
2955916,2017-07-21,47,CLEANING,2543.0,21
2955917,2017-07-21,47,DAIRY,2217.0,23
2955918,2017-07-21,47,DELI,773.091,76
2955919,2017-07-21,47,EGGS,362.0,30
2955920,2017-07-21,47,FROZEN FOODS,300.59702,2
2955921,2017-07-21,47,GROCERY I,10005.0,97
2955922,2017-07-21,47,GROCERY II,81.0,0
2955923,2017-07-21,47,HARDWARE,0.0,0
2955924,2017-07-21,47,HOME AND KITCHEN I,74.0,6
2955925,2017-07-21,47,HOME AND KITCHEN II,37.0,1
2955926,2017-07-21,47,HOME APPLIANCES,0.0,0
2955927,2017-07-21,47,HOME CARE,822.0,12
2955928,2017-07-21,47,LADIESWEAR,33.0,0
2955929,2017-07-21,47,LAWN AND GARDEN,44.0,1
2955930,2017-07-21,47,LINGERIE,3.0,0
2955931,2017-07-21,47,"LIQUOR,WINE,BEER",317.0,5
2955932,2017-07-21,47,MAGAZINES,17.0,0
2955933,2017-07-21,47,MEATS,1641.744,50
2955934,2017-07-21,47,PERSONAL CARE,662.0,9
2955935,2017-07-21,47,PET SUPPLIES,19.0,0
2955936,2017-07-21,47,PLAYERS AND ELECTRONICS,24.0,1
2955937,2017-07-21,47,POULTRY,1294.381,43
2955938,2017-07-21,47,PREPARED FOODS,262.833,0
2955939,2017-07-21,47,PRODUCE,5289.221,10
2955940,2017-07-21,47,SCHOOL AND OFFICE SUPPLIES,2.0,0
2955941,2017-07-21,47,SEAFOOD,91.831,6
2955942,2017-07-21,48,AUTOMOTIVE,12.0,0
2955943,2017-07-21,48,BABY CARE,0.0,0
2955944,2017-07-21,48,BEAUTY,6.0,1
2955945,2017-07-21,48,BEVERAGES,5113.0,36
2955946,2017-07-21,48,BOOKS,0.0,0
2955947,2017-07-21,48,BREAD/BAKERY,630.0,0
2955948,2017-07-21,48,CELEBRATION,24.0,0
2955949,2017-07-21,48,CLEANING,1880.0,22
2955950,2017-07-21,48,DAIRY,1083.0,23
2955951,2017-07-21,48,DELI,653.653,72
2955952,2017-07-21,48,EGGS,103.0,29
2955953,2017-07-21,48,FROZEN FOODS,186.93,2
2955954,2017-07-21,48,GROCERY I,7583.0,89
2955955,2017-07-21,48,GROCERY II,50.0,0
2955956,2017-07-21,48,HARDWARE,1.0,0
2955957,2017-07-21,48,HOME AND KITCHEN I,60.0,4
2955958,2017-07-21,48,HOME AND KITCHEN II,15.0,1
2955959,2017-07-21,48,HOME APPLIANCES,0.0,0
2955960,2017-07-21,48,HOME CARE,570.0,12
2955961,2017-07-21,48,LADIESWEAR,15.0,0
2955962,2017-07-21,48,LAWN AND GARDEN,9.0,0
2955963,2017-07-21,48,LINGERIE,1.0,0
2955964,2017-07-21,48,"LIQUOR,WINE,BEER",176.0,4
2955965,2017-07-21,48,MAGAZINES,6.0,0
2955966,2017-07-21,48,MEATS,2103.019,46
2955967,2017-07-21,48,PERSONAL CARE,1227.0,4
2955968,2017-07-21,48,PET SUPPLIES,7.0,0
2955969,2017-07-21,48,PLAYERS AND ELECTRONICS,22.0,0
2955970,2017-07-21,48,POULTRY,1073.699,39
2955971,2017-07-21,48,PREPARED FOODS,72.675,0
2955972,2017-07-21,48,PRODUCE,1763.557,7
2955973,2017-07-21,48,SCHOOL AND OFFICE SUPPLIES,5.0,0
2955974,2017-07-21,48,SEAFOOD,16.513,6
2955975,2017-07-21,49,AUTOMOTIVE,11.0,0
2955976,2017-07-21,49,BABY CARE,0.0,0
2955977,2017-07-21,49,BEAUTY,7.0,1
2955978,2017-07-21,49,BEVERAGES,6651.0,40
2955979,2017-07-21,49,BOOKS,0.0,0
2955980,2017-07-21,49,BREAD/BAKERY,1229.183,0
2955981,2017-07-21,49,CELEBRATION,40.0,0
2955982,2017-07-21,49,CLEANING,1678.0,17
2955983,2017-07-21,49,DAIRY,2221.0,21
2955984,2017-07-21,49,DELI,543.614,69
2955985,2017-07-21,49,EGGS,517.0,31
2955986,2017-07-21,49,FROZEN FOODS,410.0,1
2955987,2017-07-21,49,GROCERY I,7499.0,88
2955988,2017-07-21,49,GROCERY II,34.0,0
2955989,2017-07-21,49,HARDWARE,0.0,0
2955990,2017-07-21,49,HOME AND KITCHEN I,42.0,8
2955991,2017-07-21,49,HOME AND KITCHEN II,39.0,1
2955992,2017-07-21,49,HOME APPLIANCES,0.0,0
2955993,2017-07-21,49,HOME CARE,474.0,11
2955994,2017-07-21,49,LADIESWEAR,10.0,0
2955995,2017-07-21,49,LAWN AND GARDEN,53.0,0
2955996,2017-07-21,49,LINGERIE,12.0,0
2955997,2017-07-21,49,"LIQUOR,WINE,BEER",371.0,5
2955998,2017-07-21,49,MAGAZINES,30.0,0
2955999,2017-07-21,49,MEATS,1443.752,52
2956000,2017-07-21,49,PERSONAL CARE,472.0,5
2956001,2017-07-21,49,PET SUPPLIES,24.0,0
2956002,2017-07-21,49,PLAYERS AND ELECTRONICS,29.0,0
2956003,2017-07-21,49,POULTRY,1266.453,47
2956004,2017-07-21,49,PREPARED FOODS,242.459,0
2956005,2017-07-21,49,PRODUCE,7527.591,9
2956006,2017-07-21,49,SCHOOL AND OFFICE SUPPLIES,10.0,0
2956007,2017-07-21,49,SEAFOOD,137.643,7
2956008,2017-07-21,5,AUTOMOTIVE,4.0,0
2956009,2017-07-21,5,BABY CARE,0.0,0
2956010,2017-07-21,5,BEAUTY,4.0,1
2956011,2017-07-21,5,BEVERAGES,1675.0,32
2956012,2017-07-21,5,BOOKS,0.0,0
2956013,2017-07-21,5,BREAD/BAKERY,309.101,0
2956014,2017-07-21,5,CELEBRATION,26.0,0
2956015,2017-07-21,5,CLEANING,796.0,12
2956016,2017-07-21,5,DAIRY,481.0,19
2956017,2017-07-21,5,DELI,248.717,61
2956018,2017-07-21,5,EGGS,84.0,23
2956019,2017-07-21,5,FROZEN FOODS,96.407,1
2956020,2017-07-21,5,GROCERY I,2844.0,69
2956021,2017-07-21,5,GROCERY II,62.0,1
2956022,2017-07-21,5,HARDWARE,3.0,0
2956023,2017-07-21,5,HOME AND KITCHEN I,44.0,3
2956024,2017-07-21,5,HOME AND KITCHEN II,15.0,0
2956025,2017-07-21,5,HOME APPLIANCES,0.0,0
2956026,2017-07-21,5,HOME CARE,285.0,9
2956027,2017-07-21,5,LADIESWEAR,22.0,0
2956028,2017-07-21,5,LAWN AND GARDEN,6.0,0
2956029,2017-07-21,5,LINGERIE,22.0,0
2956030,2017-07-21,5,"LIQUOR,WINE,BEER",58.0,4
2956031,2017-07-21,5,MAGAZINES,6.0,0
2956032,2017-07-21,5,MEATS,346.195,33
2956033,2017-07-21,5,PERSONAL CARE,206.0,5
2956034,2017-07-21,5,PET SUPPLIES,3.0,0
2956035,2017-07-21,5,PLAYERS AND ELECTRONICS,9.0,0
2956036,2017-07-21,5,POULTRY,332.368,27
2956037,2017-07-21,5,PREPARED FOODS,43.495,0
2956038,2017-07-21,5,PRODUCE,1438.724,8
2956039,2017-07-21,5,SCHOOL AND OFFICE SUPPLIES,1.0,0
2956040,2017-07-21,5,SEAFOOD,9.54,3
2956041,2017-07-21,50,AUTOMOTIVE,10.0,0
2956042,2017-07-21,50,BABY CARE,0.0,0
2956043,2017-07-21,50,BEAUTY,11.0,1
2956044,2017-07-21,50,BEVERAGES,4384.0,35
2956045,2017-07-21,50,BOOKS,0.0,0
2956046,2017-07-21,50,BREAD/BAKERY,505.068,0
2956047,2017-07-21,50,CELEBRATION,28.0,0
2956048,2017-07-21,50,CLEANING,1674.0,17
2956049,2017-07-21,50,DAIRY,999.0,19
2956050,2017-07-21,50,DELI,504.284,66
2956051,2017-07-21,50,EGGS,98.0,27
2956052,2017-07-21,50,FROZEN FOODS,194.0,1
2956053,2017-07-21,50,GROCERY I,5917.0,84
2956054,2017-07-21,50,GROCERY II,149.0,1
2956055,2017-07-21,50,HARDWARE,0.0,0
2956056,2017-07-21,50,HOME AND KITCHEN I,53.0,6
2956057,2017-07-21,50,HOME AND KITCHEN II,37.0,1
2956058,2017-07-21,50,HOME APPLIANCES,1.0,0
2956059,2017-07-21,50,HOME CARE,504.0,11
2956060,2017-07-21,50,LADIESWEAR,11.0,0
2956061,2017-07-21,50,LAWN AND GARDEN,10.0,0
2956062,2017-07-21,50,LINGERIE,5.0,2
2956063,2017-07-21,50,"LIQUOR,WINE,BEER",186.0,4
2956064,2017-07-21,50,MAGAZINES,8.0,0
2956065,2017-07-21,50,MEATS,1003.806,45
2956066,2017-07-21,50,PERSONAL CARE,459.0,5
2956067,2017-07-21,50,PET SUPPLIES,7.0,0
2956068,2017-07-21,50,PLAYERS AND ELECTRONICS,29.0,0
2956069,2017-07-21,50,POULTRY,469.18298,42
2956070,2017-07-21,50,PREPARED FOODS,74.961,0
2956071,2017-07-21,50,PRODUCE,1945.104,8
2956072,2017-07-21,50,SCHOOL AND OFFICE SUPPLIES,2.0,0
2956073,2017-07-21,50,SEAFOOD,14.82,3
2956074,2017-07-21,51,AUTOMOTIVE,8.0,0
2956075,2017-07-21,51,BABY CARE,0.0,0
2956076,2017-07-21,51,BEAUTY,4.0,0
2956077,2017-07-21,51,BEVERAGES,4721.0,34
2956078,2017-07-21,51,BOOKS,0.0,0
2956079,2017-07-21,51,BREAD/BAKERY,819.91797,0
2956080,2017-07-21,51,CELEBRATION,15.0,0
2956081,2017-07-21,51,CLEANING,1466.0,15
2956082,2017-07-21,51,DAIRY,1668.0,20
2956083,2017-07-21,51,DELI,306.032,52
2956084,2017-07-21,51,EGGS,429.0,31
2956085,2017-07-21,51,FROZEN FOODS,302.048,2
2956086,2017-07-21,51,GROCERY I,5382.0,68
2956087,2017-07-21,51,GROCERY II,52.0,1
2956088,2017-07-21,51,HARDWARE,0.0,0
2956089,2017-07-21,51,HOME AND KITCHEN I,21.0,5
2956090,2017-07-21,51,HOME AND KITCHEN II,46.0,1
2956091,2017-07-21,51,HOME APPLIANCES,0.0,0
2956092,2017-07-21,51,HOME CARE,376.0,10
2956093,2017-07-21,51,LADIESWEAR,1.0,0
2956094,2017-07-21,51,LAWN AND GARDEN,43.0,0
2956095,2017-07-21,51,LINGERIE,5.0,0
2956096,2017-07-21,51,"LIQUOR,WINE,BEER",211.0,4
2956097,2017-07-21,51,MAGAZINES,12.0,0
2956098,2017-07-21,51,MEATS,1137.709,48
2956099,2017-07-21,51,PERSONAL CARE,265.0,3
2956100,2017-07-21,51,PET SUPPLIES,12.0,0
2956101,2017-07-21,51,PLAYERS AND ELECTRONICS,12.0,0
2956102,2017-07-21,51,POULTRY,3852.493,36
2956103,2017-07-21,51,PREPARED FOODS,124.354996,0
2956104,2017-07-21,51,PRODUCE,4924.608,10
2956105,2017-07-21,51,SCHOOL AND OFFICE SUPPLIES,0.0,0
2956106,2017-07-21,51,SEAFOOD,70.744995,5
2956107,2017-07-21,52,AUTOMOTIVE,9.0,0
2956108,2017-07-21,52,BABY CARE,0.0,0
2956109,2017-07-21,52,BEAUTY,7.0,1
2956110,2017-07-21,52,BEVERAGES,4398.0,36
2956111,2017-07-21,52,BOOKS,0.0,0
2956112,2017-07-21,52,BREAD/BAKERY,852.584,0
2956113,2017-07-21,52,CELEBRATION,11.0,0
2956114,2017-07-21,52,CLEANING,1744.0,23
2956115,2017-07-21,52,DAIRY,1062.0,20
2956116,2017-07-21,52,DELI,391.845,68
2956117,2017-07-21,52,EGGS,209.0,30
2956118,2017-07-21,52,FROZEN FOODS,419.391,2
2956119,2017-07-21,52,GROCERY I,5870.0,73
2956120,2017-07-21,52,GROCERY II,49.0,1
2956121,2017-07-21,52,HARDWARE,3.0,0
2956122,2017-07-21,52,HOME AND KITCHEN I,49.0,3
2956123,2017-07-21,52,HOME AND KITCHEN II,73.0,1
2956124,2017-07-21,52,HOME APPLIANCES,0.0,0
2956125,2017-07-21,52,HOME CARE,352.0,11
2956126,2017-07-21,52,LADIESWEAR,3.0,0
2956127,2017-07-21,52,LAWN AND GARDEN,55.0,0
2956128,2017-07-21,52,LINGERIE,13.0,0
2956129,2017-07-21,52,"LIQUOR,WINE,BEER",330.0,6
2956130,2017-07-21,52,MAGAZINES,6.0,0
2956131,2017-07-21,52,MEATS,977.328,50
2956132,2017-07-21,52,PERSONAL CARE,298.0,5
2956133,2017-07-21,52,PET SUPPLIES,17.0,0
2956134,2017-07-21,52,PLAYERS AND ELECTRONICS,18.0,0
2956135,2017-07-21,52,POULTRY,687.116,44
2956136,2017-07-21,52,PREPARED FOODS,153.081,0
2956137,2017-07-21,52,PRODUCE,4474.332,5
2956138,2017-07-21,52,SCHOOL AND OFFICE SUPPLIES,2.0,0
2956139,2017-07-21,52,SEAFOOD,15.426,5
2956140,2017-07-21,53,AUTOMOTIVE,29.0,0
2956141,2017-07-21,53,BABY CARE,0.0,0
2956142,2017-07-21,53,BEAUTY,5.0,1
2956143,2017-07-21,53,BEVERAGES,3006.0,37
2956144,2017-07-21,53,BOOKS,0.0,0
2956145,2017-07-21,53,BREAD/BAKERY,435.645,0
2956146,2017-07-21,53,CELEBRATION,6.0,0
2956147,2017-07-21,53,CLEANING,1050.0,16
2956148,2017-07-21,53,DAIRY,495.0,19
2956149,2017-07-21,53,DELI,299.611,63
2956150,2017-07-21,53,EGGS,76.0,20
2956151,2017-07-21,53,FROZEN FOODS,185.877,2
2956152,2017-07-21,53,GROCERY I,3721.0,73
2956153,2017-07-21,53,GROCERY II,6.0,0
2956154,2017-07-21,53,HARDWARE,0.0,0
2956155,2017-07-21,53,HOME AND KITCHEN I,23.0,3
2956156,2017-07-21,53,HOME AND KITCHEN II,23.0,1
2956157,2017-07-21,53,HOME APPLIANCES,0.0,0
2956158,2017-07-21,53,HOME CARE,216.0,5
2956159,2017-07-21,53,LADIESWEAR,11.0,0
2956160,2017-07-21,53,LAWN AND GARDEN,10.0,0
2956161,2017-07-21,53,LINGERIE,11.0,0
2956162,2017-07-21,53,"LIQUOR,WINE,BEER",135.0,4
2956163,2017-07-21,53,MAGAZINES,2.0,0
2956164,2017-07-21,53,MEATS,517.29,44
2956165,2017-07-21,53,PERSONAL CARE,220.0,3
2956166,2017-07-21,53,PET SUPPLIES,6.0,0
2956167,2017-07-21,53,PLAYERS AND ELECTRONICS,4.0,0
2956168,2017-07-21,53,POULTRY,315.723,30
2956169,2017-07-21,53,PREPARED FOODS,55.148,0
2956170,2017-07-21,53,PRODUCE,2058.075,3
2956171,2017-07-21,53,SCHOOL AND OFFICE SUPPLIES,0.0,0
2956172,2017-07-21,53,SEAFOOD,11.0,4
2956173,2017-07-21,54,AUTOMOTIVE,1.0,0
2956174,2017-07-21,54,BABY CARE,0.0,0
2956175,2017-07-21,54,BEAUTY,0.0,0
2956176,2017-07-21,54,BEVERAGES,5262.0,21
2956177,2017-07-21,54,BOOKS,0.0,0
2956178,2017-07-21,54,BREAD/BAKERY,196.0,7
2956179,2017-07-21,54,CELEBRATION,6.0,1
2956180,2017-07-21,54,CLEANING,822.0,16
2956181,2017-07-21,54,DAIRY,191.0,14
2956182,2017-07-21,54,DELI,238.014,48
2956183,2017-07-21,54,EGGS,77.0,2
2956184,2017-07-21,54,FROZEN FOODS,32.0,0
2956185,2017-07-21,54,GROCERY I,2844.0,49
2956186,2017-07-21,54,GROCERY II,5.0,0
2956187,2017-07-21,54,HARDWARE,3.0,0
2956188,2017-07-21,54,HOME AND KITCHEN I,15.0,0
2956189,2017-07-21,54,HOME AND KITCHEN II,12.0,0
2956190,2017-07-21,54,HOME APPLIANCES,0.0,0
2956191,2017-07-21,54,HOME CARE,190.0,6
2956192,2017-07-21,54,LADIESWEAR,0.0,0
2956193,2017-07-21,54,LAWN AND GARDEN,0.0,0
2956194,2017-07-21,54,LINGERIE,2.0,0
2956195,2017-07-21,54,"LIQUOR,WINE,BEER",20.0,1
2956196,2017-07-21,54,MAGAZINES,1.0,0
2956197,2017-07-21,54,MEATS,52.481,0
2956198,2017-07-21,54,PERSONAL CARE,124.0,6
2956199,2017-07-21,54,PET SUPPLIES,1.0,0
2956200,2017-07-21,54,PLAYERS AND ELECTRONICS,4.0,0
2956201,2017-07-21,54,POULTRY,74.67,9
2956202,2017-07-21,54,PREPARED FOODS,48.0,0
2956203,2017-07-21,54,PRODUCE,624.821,15
2956204,2017-07-21,54,SCHOOL AND OFFICE SUPPLIES,0.0,0
2956205,2017-07-21,54,SEAFOOD,0.0,0
2956206,2017-07-21,6,AUTOMOTIVE,4.0,0
2956207,2017-07-21,6,BABY CARE,0.0,0
2956208,2017-07-21,6,BEAUTY,6.0,0
2956209,2017-07-21,6,BEVERAGES,3297.0,35
2956210,2017-07-21,6,BOOKS,0.0,0
2956211,2017-07-21,6,BREAD/BAKERY,516.934,0
2956212,2017-07-21,6,CELEBRATION,12.0,0
2956213,2017-07-21,6,CLEANING,1317.0,18
2956214,2017-07-21,6,DAIRY,902.0,19
2956215,2017-07-21,6,DELI,393.923,65
2956216,2017-07-21,6,EGGS,167.0,28
2956217,2017-07-21,6,FROZEN FOODS,162.0,1
2956218,2017-07-21,6,GROCERY I,4461.0,74
2956219,2017-07-21,6,GROCERY II,26.0,1
2956220,2017-07-21,6,HARDWARE,3.0,0
2956221,2017-07-21,6,HOME AND KITCHEN I,34.0,5
2956222,2017-07-21,6,HOME AND KITCHEN II,43.0,0
2956223,2017-07-21,6,HOME APPLIANCES,0.0,0
2956224,2017-07-21,6,HOME CARE,345.0,10
2956225,2017-07-21,6,LADIESWEAR,19.0,0
2956226,2017-07-21,6,LAWN AND GARDEN,24.0,0
2956227,2017-07-21,6,LINGERIE,3.0,0
2956228,2017-07-21,6,"LIQUOR,WINE,BEER",135.0,5
2956229,2017-07-21,6,MAGAZINES,14.0,0
2956230,2017-07-21,6,MEATS,769.81,50
2956231,2017-07-21,6,PERSONAL CARE,275.0,4
2956232,2017-07-21,6,PET SUPPLIES,4.0,0
2956233,2017-07-21,6,PLAYERS AND ELECTRONICS,10.0,0
2956234,2017-07-21,6,POULTRY,729.098,40
2956235,2017-07-21,6,PREPARED FOODS,118.255005,0
2956236,2017-07-21,6,PRODUCE,2207.454,4
2956237,2017-07-21,6,SCHOOL AND OFFICE SUPPLIES,0.0,0
2956238,2017-07-21,6,SEAFOOD,49.278,6
2956239,2017-07-21,7,AUTOMOTIVE,5.0,0
2956240,2017-07-21,7,BABY CARE,0.0,0
2956241,2017-07-21,7,BEAUTY,8.0,1
2956242,2017-07-21,7,BEVERAGES,4590.0,39
2956243,2017-07-21,7,BOOKS,0.0,0
2956244,2017-07-21,7,BREAD/BAKERY,658.379,0
2956245,2017-07-21,7,CELEBRATION,24.0,0
2956246,2017-07-21,7,CLEANING,1079.0,16
2956247,2017-07-21,7,DAIRY,1464.0,21
2956248,2017-07-21,7,DELI,260.477,53
2956249,2017-07-21,7,EGGS,309.0,31
2956250,2017-07-21,7,FROZEN FOODS,251.0,1
2956251,2017-07-21,7,GROCERY I,4378.0,77
2956252,2017-07-21,7,GROCERY II,26.0,0
2956253,2017-07-21,7,HARDWARE,3.0,0
2956254,2017-07-21,7,HOME AND KITCHEN I,30.0,6
2956255,2017-07-21,7,HOME AND KITCHEN II,22.0,0
2956256,2017-07-21,7,HOME APPLIANCES,0.0,0
2956257,2017-07-21,7,HOME CARE,268.0,12
2956258,2017-07-21,7,LADIESWEAR,14.0,0
2956259,2017-07-21,7,LAWN AND GARDEN,48.0,0
2956260,2017-07-21,7,LINGERIE,4.0,0
2956261,2017-07-21,7,"LIQUOR,WINE,BEER",299.0,6
2956262,2017-07-21,7,MAGAZINES,18.0,0
2956263,2017-07-21,7,MEATS,816.37103,47
2956264,2017-07-21,7,PERSONAL CARE,242.0,6
2956265,2017-07-21,7,PET SUPPLIES,5.0,0
2956266,2017-07-21,7,PLAYERS AND ELECTRONICS,20.0,0
2956267,2017-07-21,7,POULTRY,829.325,40
2956268,2017-07-21,7,PREPARED FOODS,146.393,0
2956269,2017-07-21,7,PRODUCE,4820.224,9
2956270,2017-07-21,7,SCHOOL AND OFFICE SUPPLIES,1.0,0
2956271,2017-07-21,7,SEAFOOD,57.956,5
2956272,2017-07-21,8,AUTOMOTIVE,5.0,0
2956273,2017-07-21,8,BABY CARE,0.0,0
2956274,2017-07-21,8,BEAUTY,5.0,0
2956275,2017-07-21,8,BEVERAGES,4522.0,38
2956276,2017-07-21,8,BOOKS,0.0,0
2956277,2017-07-21,8,BREAD/BAKERY,883.015,0
2956278,2017-07-21,8,CELEBRATION,41.0,0
2956279,2017-07-21,8,CLEANING,1567.0,19
2956280,2017-07-21,8,DAIRY,1492.0,21
2956281,2017-07-21,8,DELI,353.845,62
2956282,2017-07-21,8,EGGS,327.0,29
2956283,2017-07-21,8,FROZEN FOODS,191.356,1
2956284,2017-07-21,8,GROCERY I,5376.0,75
2956285,2017-07-21,8,GROCERY II,56.0,1
2956286,2017-07-21,8,HARDWARE,4.0,0
2956287,2017-07-21,8,HOME AND KITCHEN I,37.0,7
2956288,2017-07-21,8,HOME AND KITCHEN II,33.0,0
2956289,2017-07-21,8,HOME APPLIANCES,0.0,0
2956290,2017-07-21,8,HOME CARE,416.0,6
